variant	canonical	note	source
caco	kako	original dictionary spelling	merged from candidate lexicon
cacu	kaku	original dictionary spelling	merged from candidate lexicon
cacâ	kaka	original dictionary spelling	merged from candidate lexicon
cadcad	kadkad	original dictionary spelling	merged from candidate lexicon
cadena	kadena	original dictionary spelling	merged from candidate lexicon
cadete	kadete	original dictionary spelling	merged from candidate lexicon
cadiut	kadiut	original dictionary spelling	merged from candidate lexicon
cafe	kafe	original dictionary spelling	merged from candidate lexicon
cago	kago	original dictionary spelling	merged from candidate lexicon
caha	kaha	original dictionary spelling	merged from candidate lexicon
cahun	kahun	original dictionary spelling	merged from candidate lexicon
caibat	kaibat	original dictionary spelling	merged from candidate lexicon
caidkid	kaidkid	original dictionary spelling	merged from candidate lexicon
caikid	kaikid	original dictionary spelling	merged from candidate lexicon
caili	kaili	original dictionary spelling	merged from candidate lexicon
cainğin	kaingin	original dictionary spelling	merged from candidate lexicon
cait	kait	original dictionary spelling	merged from candidate lexicon
cal-luas	kal-luas	original dictionary spelling	merged from candidate lexicon
cala	kala	original dictionary spelling	merged from candidate lexicon
calabag	kalabag	original dictionary spelling	merged from candidate lexicon
calabcab	kalabkab	original dictionary spelling	merged from candidate lexicon
calabit	kalabit	original dictionary spelling	merged from candidate lexicon
calaboa	kalaboa	original dictionary spelling	merged from candidate lexicon
calabucab	kalabukab	original dictionary spelling	merged from candidate lexicon
calacal	kalakal	original dictionary spelling	merged from candidate lexicon
calacati	kalakati	original dictionary spelling	merged from candidate lexicon
calacsing	kalacsing	original dictionary spelling	merged from candidate lexicon
calacuti	kalakuti	original dictionary spelling	merged from candidate lexicon
calacâ	kalaka	original dictionary spelling	merged from candidate lexicon
calad-dua	kalad-dua	original dictionary spelling	merged from candidate lexicon
caladcad	kaladkad	original dictionary spelling	merged from candidate lexicon
calangcang	kalangkang	original dictionary spelling	merged from candidate lexicon
calangdasal	kalangdasal	original dictionary spelling	merged from candidate lexicon
calansag	kalansag	original dictionary spelling	merged from candidate lexicon
calansing	kalansing	original dictionary spelling	merged from candidate lexicon
calantas	kalantas	original dictionary spelling	merged from candidate lexicon
calantipe	kalantipe	original dictionary spelling	merged from candidate lexicon
calantug	kalantug	original dictionary spelling	merged from candidate lexicon
calanğan	kalangan	original dictionary spelling	merged from candidate lexicon
calao	kalao	original dictionary spelling	merged from candidate lexicon
calap	kalap	original dictionary spelling	merged from candidate lexicon
calapayan	kalapayan	original dictionary spelling	merged from candidate lexicon
calapiniera	kalapiniera	original dictionary spelling	merged from candidate lexicon
calapio	kalapio	original dictionary spelling	merged from candidate lexicon
calaputput	kalaputput	original dictionary spelling	merged from candidate lexicon
calaro	kalaro	original dictionary spelling	merged from candidate lexicon
calaru	kalaru	original dictionary spelling	merged from candidate lexicon
calasag	kalasag	original dictionary spelling	merged from candidate lexicon
calascas	kalaskas	original dictionary spelling	merged from candidate lexicon
calat	kalat	original dictionary spelling	merged from candidate lexicon
calatcat	kalatkat	original dictionary spelling	merged from candidate lexicon
calatung	kalatung	original dictionary spelling	merged from candidate lexicon
calauang	kalauang	original dictionary spelling	merged from candidate lexicon
calauat	kalauat	original dictionary spelling	merged from candidate lexicon
calauit	kalauit	original dictionary spelling	merged from candidate lexicon
calbag	kalbag	original dictionary spelling	merged from candidate lexicon
calbhan	kalbhan	original dictionary spelling	merged from candidate lexicon
calbit	kalbit	original dictionary spelling	merged from candidate lexicon
calbo	kalbo	original dictionary spelling	merged from candidate lexicon
calbuan	kalbuan	original dictionary spelling	merged from candidate lexicon
calburu	kalburu	original dictionary spelling	merged from candidate lexicon
calbutit	kalbutit	original dictionary spelling	merged from candidate lexicon
calcal	kalkal	original dictionary spelling	merged from candidate lexicon
calcedonia	kalsedonia	original dictionary spelling	merged from candidate lexicon
calcedqn	kalsedqn	original dictionary spelling	merged from candidate lexicon
calcula	kalkula	original dictionary spelling	merged from candidate lexicon
calculador	kalkulador	original dictionary spelling	merged from candidate lexicon
calculo	kalkulo	original dictionary spelling	merged from candidate lexicon
caldera	kaldera	original dictionary spelling	merged from candidate lexicon
caldereta	kaldereta	original dictionary spelling	merged from candidate lexicon
caldero	kaldero	original dictionary spelling	merged from candidate lexicon
caleldo	kaleldo	original dictionary spelling	merged from candidate lexicon
calendario	kalendario	original dictionary spelling	merged from candidate lexicon
calesa	kalesa	original dictionary spelling	merged from candidate lexicon
cali	kali	original dictionary spelling	merged from candidate lexicon
calicam	kalikam	original dictionary spelling	merged from candidate lexicon
calicasuc	kalikasuc	original dictionary spelling	merged from candidate lexicon
calicat	kalikat	original dictionary spelling	merged from candidate lexicon
calicubac	kalikubac	original dictionary spelling	merged from candidate lexicon
calidad	kalidad	original dictionary spelling	merged from candidate lexicon
caligag	kaligag	original dictionary spelling	merged from candidate lexicon
caligkig	kaligkig	original dictionary spelling	merged from candidate lexicon
caliki	kaliki	original dictionary spelling	merged from candidate lexicon
calilinğo	kalilingo	original dictionary spelling	merged from candidate lexicon
calilip	kalilip	original dictionary spelling	merged from candidate lexicon
calimayo	kalimayo	original dictionary spelling	merged from candidate lexicon
calinangan	kalinangan	original dictionary spelling	merged from candidate lexicon
caling	kaling	original dictionary spelling	merged from candidate lexicon
calingking	kalingking	original dictionary spelling	merged from candidate lexicon
calinğad	kalingad	original dictionary spelling	merged from candidate lexicon
calinğuan	kalinguan	original dictionary spelling	merged from candidate lexicon
calios	kalios	original dictionary spelling	merged from candidate lexicon
calis	kalis	original dictionary spelling	merged from candidate lexicon
calise	kalise	original dictionary spelling	merged from candidate lexicon
calisin	kalisin	original dictionary spelling	merged from candidate lexicon
calisip	kalisip	original dictionary spelling	merged from candidate lexicon
caliskis	kaliskis	original dictionary spelling	merged from candidate lexicon
calit	kalit	original dictionary spelling	merged from candidate lexicon
caliu	kaliu	original dictionary spelling	merged from candidate lexicon
caliuete	kaliuete	original dictionary spelling	merged from candidate lexicon
calius	kalius	original dictionary spelling	merged from candidate lexicon
calke	kalke	original dictionary spelling	merged from candidate lexicon
calucub	kalukub	original dictionary spelling	merged from candidate lexicon
calucû	kaluku	original dictionary spelling	merged from candidate lexicon
calug	kalug	original dictionary spelling	merged from candidate lexicon
calugcug	kalugkug	original dictionary spelling	merged from candidate lexicon
calulu	kalulu	original dictionary spelling	merged from candidate lexicon
calumpang	kalumpang	original dictionary spelling	merged from candidate lexicon
calumpit	kalumpit	original dictionary spelling	merged from candidate lexicon
calung	kalung	original dictionary spelling	merged from candidate lexicon
calupcup	kalupkup	original dictionary spelling	merged from candidate lexicon
calus	kalus	original dictionary spelling	merged from candidate lexicon
caluscus	kaluskus	original dictionary spelling	merged from candidate lexicon
calut	kalut	original dictionary spelling	merged from candidate lexicon
calutcut	kalutkut	original dictionary spelling	merged from candidate lexicon
calvario	kalvario	original dictionary spelling	merged from candidate lexicon
calye	kalye	original dictionary spelling	merged from candidate lexicon
cama	kama	original dictionary spelling	merged from candidate lexicon
camacama	kamakama	original dictionary spelling	merged from candidate lexicon
camaganac	kamaganac	original dictionary spelling	merged from candidate lexicon
camagi	kamagi	original dictionary spelling	merged from candidate lexicon
camalig	kamalig	original dictionary spelling	merged from candidate lexicon
camamalu	kamamalu	original dictionary spelling	merged from candidate lexicon
